전체 순번,청구 회차,NO,Voyage No,SUBJECT,INVOICE NUMBER,INVOICE DATE,INVOICE DATE_YEAR_MONTH,COST MAIN,COST CENTER A,COST CENTER B,PRICE CENTER,AGENCY_FEE_FOR_CARGO_CLEARANCE_AMOUNT,AGENCY_FEE_FOR_BERTHING_ARRANGEMENT_AMOUNT,AGENCY_FEE_FOR_FW_SUPPLY_ARRANGEMENT_AMOUNT,AGENCY_FOR_ARRANGEMENT_PTW_AMOUNT,YARD_AMOUNT,OFCO_HANDLING_FEE_AMOUNT,SUPPLY_WATER_5001IG_AMOUNT,FORKLIFT_HIRE_CHARGE_AMOUNT,FORKLIFT_MOB_DE_MOB_CHARGE_AMOUNT,CONSUMABLES_AMOUNT,DIESEL_VESSEL_AMOUNT,DOCUMENT_PROCESSING_CHARGE_AMOUNT,BULK_MATERIAL_SOLIDS_A_PARCEL_SIZE_0_10_001_TONS_DIRECT_DELIVERY_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_14_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_15_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_16_AMOUNT,BULK_MATERIAL_BAGGED_CARGO_19_AMOUNT,PEC_CHANGES_AMOUNT,ANCHORAGE_FEES_FOR_NON_CARGO_VESSELS_AMOUNT,CHANNEL_TRANSIT_CROSSING_REQUEST_AMOUNT,CHANNEL_CROSSING_CHARGES_FOR_VESSELS_WITH_1000_TO_3_001_GT_AMOUNT,GENERAL_WASTE_SERVICE_AMOUNT,PORT_DUES_FOR_VESSELS_WITH_ABOVE_1_000_UP_TO_3_001GT_AMOUNT,BUNKERING_LUBE_OIL_SLUDGE_SULPHUR_BILGE_TRANSFER_BUNKERING_PERMIT_AMOUNT,PORT_DUE_CARGO_AMOUNT,WASTE_HANDLING_AMOUNT,BERTHING_SHIFTING_AMOUNT,PILOTAGE_AMOUNT,PILOT_LAUNCH_AMOUNT,GENERAL_CARGO_AMOUNT,GATE_PASS_AMOUNT,PORT_DUE_AMOUNT,WASTE_HANDLING2_AMOUNT,BUNKERING_AMOUNT,HEAVY_LIFT_20FRT_PROJECT_AMOUNT,MANPOWER_RIGGER_AMOUNT,MANPOWER_BANKSMAN_AMOUNT,MANPOWER_FOREMAN_AMOUNT,MANPOWER_SUPERVISOR_AMOUNT,EQUIPMENT_75TON_CRANE_AMOUNT,EQUIPMENT_100TON_CRAN_AMOUNT,EQUIPMENT_150TON_CRANE_AMOUNT,EQUIPMENT_SPREAD_AMOUNT,OTHERS_AMOUNT,TOTAL_AMOUNT
582,7,78,HVDC-AGI-GRM-J71-065,Agency fee: Berthing/Channel Transit Permission (J71‑065),OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
583,7,79,HVDC-AGI-GRM-J71-065,SAFEEN INV‑42314 – Berthing Unberthing & Pilotage (Rot#2503123038),OFCO-INV-0425-052,2025-03-01,2025-03-01,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL TRANSIT CHARGES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,200,6182.5,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.5
584,7,80,HVDC-AGI-GRM-J71-065,ADP INV03250400321 – PHC (65th Trip),OFCO-INV-0425-052,2025-03-01,2025-03-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO_EQUIPMENT,GENERAL CARGO,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,4225.18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.18
585,7,81,HVDC-AGI-GRM-J71-065,Agency fee: Cargo Clearance (65th Trip),OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
586,7,82,ALL,Yard storage – monthly rental (01–31 Mar 2025),OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,CONTRACT(YARD),YARD,0.0,0,0,0.0,75000.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0
587,7,83,ALL,Pass arrangement (summary),OFCO-INV-0425-052,2025-03-01,2025-03-01,PORT HANDLING,CONTRACT,AF FOR PASS ARRG,DOCUMENT PROCESSING CHARGE,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,4780.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4780.02
588,7,84,ALL,Agency fee: Gate Pass arrangement,OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,AF FOR PASS ARRG,DOCUMENT PROCESSING CHARGE,0.0,0,0,0.0,0.0,90.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
589,7,85,ALL,Agency fee: Equipment Pass arrangement,OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,AF FOR PASS ARRG,DOCUMENT PROCESSING CHARGE,0.0,0,0,0.0,0.0,1800.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
590,7,86,ALL,Agency fee: Short‑term Pass arrangement,OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,AF FOR PASS ARRG,DOCUMENT PROCESSING CHARGE,0.0,0,0,0.0,0.0,500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
591,7,87,ALL,OFCO handling fees – port charges trip 60–65,OFCO-INV-0425-052,2025-03-01,2025-03-01,CONTRACT,CONTRACT,OFCO HF,OFCO HANDLING FEE,0.0,0,0,0.0,0.0,9298.66,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9298.66
592,8,1,HVDC-AGI-GRM-J71-047,Agency fee: Berthing Arrangement / Channel Transit Permission / Pilot Arrangement,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
593,8,2,HVDC-AGI-GRM-J71-047,SAFEEN INV-42727 – Channel Crossing – Rot# 2503123133,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL TRANSIT CHARGES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,200,6182.5,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,6621.5
594,8,3,HVDC-AGI-GRM-J71-047,Supply of 5000 IG FW on 04-Apr-2025,OFCO-INV-0000-181,2025-04-01,2025-04-01,AT COST,AT COST,AT COST(WATER SUPPLY),SUPPLY WATER 5000IG,0.0,0,0,0.0,0.0,0.0,454.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.58
595,8,4,HVDC-AGI-GRM-J71-047,Agency fee: Arranging FW Supply on 04-Apr-2025,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR FW SA,AGENCY_FEE_FOR_FW_SUPPLY_ARRANGEMENT,0.0,0,200,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
596,8,5,HVDC-AGI-GRM-J71-047,ADP INV-43159 – Port Dues & Services,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT DUES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,300,2500.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0
597,8,6,HVDC-AGI-GRM-J71-047,ADP INV-03250400322 – PHC – 1st Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,4367.56,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402.56
598,8,7,HVDC-AGI-GRM-J71-047,Agency fee: Cargo Clearance – Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
599,8,8,HVDC-AGI-GRM-J71-047,Agency fee: Berthing Arrangement / Channel Transit Permission / Pilot Arrangement,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
600,8,9,HVDC-AGI-GRM-J71-047,SAFEEN INV-43255 – Berthing / Unberthing & Pilotage – Rot# 2504053298,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL TRANSIT CHARGES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,4000,3000.0,640,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7640.0
601,8,10,HVDC-AGI-GRM-J71-047,ADP INV-45097 – Port Dues & Services,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT DUES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,150,1250.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0
602,8,11,HVDC-AGI-GRM-J71-047,ADP INV-04250606039 – PHC – 1st Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE(PORT DUES & SERVICES CHARGES),PORT HANDLING CHARGE,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,0.0,0.0,0,0.0,14810.88,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14845.88
603,8,12,HVDC-AGI-GRM-J71-047,Agency fee: Cargo Clearance – Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
604,8,13,HVDC-AGI-GRM-J71-047,"Equipment charges for 150 T OFCO Crane (08-Apr-2025, 1.5 h – Min 4 h @ AED 850/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT_EQUPIMENT,CONTRACT_EQUIPMENT,BULK CARGO_EQUIPMENT,150TON CRANE,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,0.0,0.0,3400.0
605,8,14,HVDC-AGI-GRM-J71-047,"Forklift charges for 15 T (08-Apr-2025, 1.5 h – Min 4 h @ AED 375/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,AT COST,AT COST,AT COST(FORKLIFT),FOLK LIFT HIRE CHARGE,0.0,0,0,0.0,0.0,0.0,0.0,1500.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0
606,8,15,HVDC-AGI-GRM-J71-047,"Man-power: 1 Supervisor (08-Apr-2025, 1.5 h – Min 4 h @ AED 147/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Supervisor,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,588.0
607,8,16,HVDC-AGI-GRM-J71-047,"Man-power: 1 Foreman (08-Apr-2025, 1.5 h – Min 4 h @ AED 62/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Foreman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0
608,8,17,HVDC-AGI-GRM-J71-047,"Man-power: 5 Riggers (08-Apr-2025, 1.5 h – Min 4 h @ AED 45/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,RIGGER,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,899.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.98
609,8,18,HVDC-AGI-GRM-J71-047,"Man-power: 1 Banksman (08-Apr-2025, 1.5 h – Min 4 h @ AED 62/h)",OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT_MANPOWER,CONTRACT_MANPOWER,BULK CARGO_MANPOWER,Banksman,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0
610,8,19,HVDC-AGI-GRM-J71-049,Agency fee: Berthing Arrangement / Channel Transit Permission / Pilot Arrangement,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
611,8,20,HVDC-AGI-GRM-J71-049,SAFEEN INV-43354 – Channel Crossing – Rot# 2503123332,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL TRANSIT CHARGES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,200,6182.5,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.5
612,8,21,HVDC-AGI-GRM-J71-049,ADP INV-45931 – Port Dues & Services,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT DUES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,300,2500.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0
613,8,22,HVDC-AGI-GRM-J71-049,ADP INV03250400306 – PHC – 1st Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,4550.01,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4585.01
614,8,23,HVDC-AGI-GRM-J71-049,Agency fee: Cargo Clearance – Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
615,8,24,HVDC-AGI-GRM-J71-049,Supply of 5000 IG FW on 11-Apr-2025,OFCO-INV-0000-181,2025-04-01,2025-04-01,AT COST,AT COST,AT COST(WATER SUPPLY),SUPPLY WATER 5000IG,0.0,0,0,0.0,0.0,0.0,454.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.58
616,8,25,HVDC-AGI-GRM-J71-049,Agency fee: Arranging FW Supply on 11-Apr-2025,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR FW SA,AGENCY_FEE_FOR_FW_SUPPLY_ARRANGEMENT,0.0,0,200,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
617,8,26,HVDC-AGI-GRM-J71-049,Agency fee: Berthing Arrangement / Channel Transit Permission / Pilot Arrangement,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
618,8,27,HVDC-AGI-GRM-J71-049,SAFEEN INV-45666 – Channel Crossing – Rot# 2503123401,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,CHANNEL TRANSIT CHARGES,CHANNEL TRANSIT CHARGES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,200,6182.5,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.5
619,8,28,HVDC-AGI-GRM-J71-049,ADP INV-45949 – Port Dues & Services,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT DUES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,150,1250.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0
620,8,29,HVDC-AGI-GRM-J71-049,ADP INV03250400319 – PHC – 1st Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,4550.01,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4585.01
621,8,30,HVDC-AGI-GRM-J71-049,Agency fee: Cargo Clearance – Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR CC,AGENCY FEE FOR CARGO CLEARANCE,500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
622,8,31,HVDC-AGI-GRM-J71-050,Agency fee: Berthing Arrangement / Channel Transit Permission / Pilot Arrangement,OFCO-INV-0000-181,2025-04-01,2025-04-01,CONTRACT,CONTRACT,AF FOR BA,AGENCY FEE FOR BERTHING ARRANGEMENT,0.0,1800,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
623,8,32,HVDC-AGI-GRM-J71-050,SAFEEN INV-43816 – Channel Crossing – Rot# 2503123458,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,6182.5,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6182.5
624,8,33,HVDC-AGI-GRM-J71-050,SAFEEN INV-43832 – Administration – Rot# 2503123458,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,200,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
625,8,34,HVDC-AGI-GRM-J71-050,ADP INV-45941 – Port Dues & Services,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,PORT DUES & SERVICES CHARGES,PORT DUES,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,150,1250.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0
626,8,35,HVDC-AGI-GRM-J71-050,ADP INV03250400318 – PHC – 1st Trip,OFCO-INV-0000-181,2025-04-01,2025-04-01,PORT HANDLING,PORT HANDLING CHARGE,BULK CARGO HANDLING CHARGES,BULK MATERIAL,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,4361.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4396.5
