NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
197,HVDC-ADOPT-HE-0141,4572116646,GOT36800133,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-03,28480.0,325.275,0,
198,HVDC-ADOPT-HE-0140,4572116646,GOT36800132,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-13,240000.0,702.132,0,
199,HVDC-ADOPT-HE-0164,4572116646,GOT36800153-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-01,6940.0,36.529,0,
200,HVDC-ADOPT-HE-0168,4572116646,GOT36800153-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-29,6340.0,29.7,0,
201,HVDC-ADOPT-HE-0172,4572116646,GOT36800153-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-29,28.0,0.336,0,
202,HVDC-ADOPT-HE-0167,4572116646,GOT36800153-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-30,2900.0,14.9,0,
203,HVDC-ADOPT-HE-0170,4572116646,GOT36800153-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-30,1430.0,8.0,0,
204,HVDC-ADOPT-HE-0165,4572116646,GOT36800152-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-03,2410.0,9.756,0,
205,HVDC-ADOPT-HE-0169,4572116646,GOT36800152-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-03,3750.0,12.841,0,
206,HVDC-ADOPT-HE-0166,4572116646,GOT36800152-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-03,1108.0,4.3,0,
207,HVDC-ADOPT-HE-0171,4572116646,GOT36800152-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-09-03,1030.0,4.0,0,
208,HVDC-ADOPT-HE-0174,4572116646,GOT36800135,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-06,2024-08-06,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-06,45510.0,,,2024-08-16,50897.0,487.502,0,
209,HVDC-ADOPT-HE-0173,4572116646,GOT36800134,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-06,2024-08-06,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-06,45510.0,,,2024-08-13,255000.0,746.015,0,
210,HVDC-ADOPT-HE-0179-A,4572116646,GOT36800157,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-07,2024-08-07,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-07,45511.0,,,2024-08-22,60031.0,686.797,0,
211,HVDC-ADOPT-HE-0179-B,4572116646,nan,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-16,45520.0,,,2024-08-31,5484.0,nan,0,
212,HVDC-ADOPT-SCT-0009,5000789074,290-700-2406-154,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-08-12,2024-08-12,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-13,45517.0,,2024-09-16,2024-09-16,168787.0,665.527,0,
213,HVDC-ADOPT-SIM-0005-1,SCT-19LT-PRC-PO-004,SDXB00003771,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-08,2024-08-08,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-08,45512.0,,2024-11-13,2024-08-14,72654.05,396.498,0,
214,HVDC-ADOPT-SCT-0010,5000734812,KUL00001355,Excellift,Crane and Hoist,Port Klang,Khalifa port,C,2024-08-08,2024-08-08,Arrived,SHU/DAS/AGI,4,Port → WH → MOSB → Site,PASS,2024-08-09,45513.0,,2025-01-14,2025-01-12,20980.0,74.707,0,
215,HVDC-ADOPT-SIM-0006,SCT-19LT-PRC-PO-004,DXB00003846,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-26,45530.0,2024-08-29,2025-01-28,2024-08-29,6305.1,14.404,0,
216,HVDC-ADOPT-SIM-0005-2A,SCT-19LT-PRC-PO-004,DXB00003913,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-19,45523.0,,2024-12-26,2024-08-25,32040.0,224.32,0,
217,HVDC-ADOPT-SIM-0005-2B,SCT-19LT-PRC-PO-004,DXB00003913,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-19,45523.0,,2024-12-26,2024-08-25,62186.0,367.538,0,
218,HVDC-ADOPT-HE-0178,4572116646,GOT37000018,Hitachi,Main Converter,Norrkoping,Mina Zayed,B,2024-09-02,2024-09-02,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-08-30,45534.0,,2025-07-11,2024-09-21,1026302.0,1998.169,0,
219,HVDC-ADOPT-HE-0176,4572116646,GOT36800137,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-15,45519.0,,,2024-08-31,195000.0,570.482,0,
220,HVDC-ADOPT-HE-0177,4572116646,GOT36800138,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-15,45519.0,,2025-07-29,2024-08-29,57864.0,522.124,0,
221,HVDC-ADOPT-HE-0175,4572116646,GOT36800136,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-08-16,2024-08-16,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-15,45519.0,,,2024-08-27,49920.0,625.657,0,
222,HVDC-ADOPT-HE-0129,4572116646,GOT36800129-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-12,45547.0,,,2024-09-17,61933.0,338.940694,0,
223,HVDC-ADOPT-HE-0181,4572116646,GOT36800129-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-12,45547.0,,,2024-09-16,8610.0,53.2665,0,
224,HVDC-ADOPT-HE-0180,4572116646,GOT36800129-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-12,45547.0,,,2024-09-16,1947.0,10.334,0,
225,HVDC-ADOPT-SIM-0009-1A,SCT-19LT-PRC-PO-004,DXB00003920,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-26,2024-08-26,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-27,45531.0,,,2024-09-05,62247.0,588.948,0,
226,HVDC-ADOPT-SIM-0009-1B,SCT-19LT-PRC-PO-004,DXB00003920,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-08-26,2024-08-26,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-08-27,45531.0,,,2024-09-05,67821.0,506.545,0,
227,HVDC-ADOPT-SCT-0013,5000789074,290-700-2407-079,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-08-28,2024-08-28,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2024-08-27,45531.0,,,2024-09-06,219962.0,867.788,0,
228,HVDC-ADOPT-HE-0182,4572116646,GOT37000022,Hitachi,Main Converter,Itagui,Mina Zayed,C,2024-09-01,2024-09-01,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-08-28,45532.0,,2024-09-12,2024-09-01,488336.0,692.308,0,
229,HVDC-ADOPT-SCT-0014,5000789074,290-700-2407-153,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-10,45545.0,,2025-01-09,2024-09-27,187023.0,630.17,0,
230,HVDC-ADOPT-SIM-0009-2A,SCT-19LT-PRC-PO-004,DXB00003921,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,,,2024-10-04,55434.0,543.258,0,
231,HVDC-ADOPT-SIM-0009-2B,SCT-19LT-PRC-PO-004,DXB00003921,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,,,2024-10-04,53562.0,385.097,0,
232,HVDC-ADOPT-SIM-0010,SCT-19LT-PRC-PO-004,DXB00003922,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,2024-09-18,,2024-09-18,15840.7,42.552,0,
233,HVDC-ADOPT-SIM-0016,SCT-19LT-PRC-PO-005,DXB00004009,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,,,2024-09-16,6140.0,25.767,0,
234,HVDC-ADOPT-HE-0183,4572116646,GOT36800161,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-12,45547.0,,,2024-10-16,3365.0,5.2416,0,
235,HVDC-ADOPT-HE-0184,4572116646,GOT36800161,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-09-10,2024-09-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-09-12,45547.0,,2025-06-13,2024-10-16,3304.0,5.0976,0,
236,HVDC-ADOPT-SIM-0017-A,SCT-19LT-PRC-PO-004,DXB00004050,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-16,2024-09-16,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,,,2024-10-05,35096.0,249.568,0,
237,HVDC-ADOPT-SIM-0017-B,SCT-19LT-PRC-PO-004,DXB00004050,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-09-16,2024-09-16,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-09-11,45546.0,,,2024-10-05,34623.0,352.509,0,
238,HVDC-ADOPT-ZEN-0001,7772400288,SKFTUTAUH242180,Fluid Pumps,nan,Tuticorin,Khalifa port,C,2024-09-16,2024-09-16,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-09-28,45563.0,,,2024-10-02,8069.43,12.32,0,
239,HVDC-ADOPT-SEI-0006,5000684244,290-700-2407-101,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2024-09-22,2024-09-22,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-09-30,45565.0,,,2024-10-11,15040.0,59.252,0,
240,HVDC-ADOPT-SEI-0012,5000684244,290-700-2408-054,Sumitomo,400kV HVDC Cable System,Rotterdam,Khalifa port,C,2024-09-25,2024-09-25,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-10-01,45566.0,,,2024-10-08,1420.0,5.12,0,
241,HVDC-ADOPT-ZEN-0002,7772400288,176-95202892,SCHRACK SECONET,nan,Viena,Abu Dhabi Airport,A,2024-09-25,2024-09-25,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-09-25,45560.0,,,2024-09-27,1444.0,8.183,0,
242,HVDC-ADOPT-PPL-0015,5000675246,MEDUJ9882468,Prysmian,320kV HVDC Cable System,Salermo,Khalifa port,B,2024-09-26,2024-09-26,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-09-26,45561.0,,,2024-10-04,110630.0,216.9,0,
243,HVDC-ADOPT-HE-0187,4572116646,GOT37000025,Hitachi,Main Converter,Bremerhaven,Khalifa port,B,2024-10-03,2024-10-03,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-10-03,45568.0,,,2024-10-08,88213.0,642.56,0,
244,HVDC-ADOPT-HE-0185,4572116646,GOT37000023,Hitachi,Main Converter,Bremerhaven,Khalifa port,B,2024-10-03,2024-10-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-03,45568.0,,,2024-10-06,68665.0,505.333,0,
245,HVDC-ADOPT-SCT-0016,5000789074,290-700-2408-124,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-10-04,2024-10-04,Arrived,MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-10-04,45569.0,,2025-01-15,2024-10-06,195066.0,623.032,0,
246,HVDC-ADOPT-HE-0188,4572116646,GOT36800170-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-24,10375.0,54.0498,0,
247,HVDC-ADOPT-HE-0190,4572116646,GOT36800170-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-24,2415.0,13.6165,0,
248,HVDC-ADOPT-HE-0191,4572116646,GOT36800168-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-17,410.0,2.002,0,
249,HVDC-ADOPT-HE-0193,4572116646,GOT36800168-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,2025-05-20,2024-10-12,9628.0,48.692,0,
250,HVDC-ADOPT-HE-0197,4572116646,GOT36800168-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-12,1364.0,6.24,0,
251,HVDC-ADOPT-HE-0189,4572116646,GOT36800168-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-17,1374.0,6.76,0,
252,HVDC-ADOPT-HE-0192,4572116646,GOT36800168-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,2025-05-20,2024-10-12,44425.0,225.659,0,
253,HVDC-ADOPT-HE-0195,4572116646,GOT36800168-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-12,4411.0,23.125,0,
254,HVDC-ADOPT-HE-0194,4572116646,GOT36800171-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-17,28240.0,144.459558,0,
255,HVDC-ADOPT-HE-0196,4572116646,GOT36800171-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2024-10-08,2024-10-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-08,45573.0,,,2024-10-19,5280.0,26.726814,0,
256,HVDC-ADOPT-SEI-0011,5000684244,290-700-2409-100,Sumitomo,400kV HVDC Cable System,Hitachi,Mina Zayed,B,2024-10-07,2024-10-07,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-10-07,45572.0,,,2024-10-10,5635154.0,4747.3,0,
257,HVDC-ADOPT-SIM-0014-A,129666,SLHRS0001137,Siemens,400kV and 132kV New Converter GIS,Southampton,Khalifa port,C,2024-10-03,2024-10-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-05,45570.0,,,2024-10-15,2848.4,2.57,0,
258,HVDC-ADOPT-SIM-0014-B,129679,SLHRS0001137,Siemens,400kV and 132kV New Converter GIS,Southampton,Khalifa port,C,2024-10-03,2024-10-03,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-05,45570.0,,,2024-10-15,2021.65,2.07,0,
259,HVDC-ADOPT-SIM-0012-A,SCT-19LT-PRC-PO-004,DXB00004158,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-11,2024-10-11,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-11,45576.0,,,2024-10-17,47074.0,412.57,0,
260,HVDC-ADOPT-SIM-0012-B,SCT-19LT-PRC-PO-004,DXB00004158,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-11,2024-10-11,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-11,45576.0,,,2024-10-17,57048.0,535.892,0,
261,HVDC-ADOPT-SIM-0012-C,SCT-19LT-PRC-PO-004,DXB00004158,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-11,2024-10-11,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-11,45576.0,,,2024-10-17,46758.3,210.991,0,
262,HVDC-ADOPT-SIM-0015,SCT-19LT-PRC-PO-004,DXB00004190,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-11,2024-10-11,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-24,45589.0,2024-10-31,,2024-10-31,693.6,2.012,0,
263,HVDC-ADOPT-HE-0198,4572116646,GOT36800173-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2024-10-11,2024-10-11,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-14,45579.0,,,2024-10-26,2830.0,28.07,0,
264,HVDC-ADOPT-HE-0199,4572116646,GOT36800173-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2024-10-11,2024-10-11,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-14,45579.0,,,2024-10-26,558.0,3.39,0,
265,HVDC-ADOPT-HE-0200,4572116646,GOT36800172-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2024-10-11,2024-10-11,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-10-14,45579.0,,2025-05-28,2024-10-18,3340.0,28.07,0,
266,HVDC-ADOPT-HE-0201,4572116646,GOT36800172-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2024-10-11,2024-10-11,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-10-14,45579.0,,,2024-10-18,553.0,3.39,0,
267,HVDC-ADOPT-SCT-0017,5000734812,KUL00001504,Excellift,Crane and Hoist,Port Klang,Khalifa port,C,2024-10-15,2024-10-15,Arrived,DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-10-18,45583.0,,2024-10-28,2024-10-28,4500.0,17.654,0,
268,HVDC-ADOPT-HE-0207,4572116646,GOT36800177,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-11-07,8300.0,42.75,0,
269,HVDC-ADOPT-HE-0211,4572116646,GOT36800177,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-11-07,1912.0,4.836,0,
270,HVDC-ADOPT-HE-0206,4572116646,GOT36800176,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-10-26,4521.0,21.312,0,
271,HVDC-ADOPT-HE-0209,4572116646,GOT36800189,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,2025-05-26,2024-10-26,9.0,0.056,0,
272,HVDC-ADOPT-HE-0210,4572116646,GOT36800190,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-10-26,1530.0,4.738,0,
273,HVDC-ADOPT-HE-0212,4572116646,GOT36800191,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2024-10-20,2024-10-20,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-10-26,3660.0,22.279,0,
274,HVDC-ADOPT-SIM-0013,SCT-19LT-PRC-PO-005,DXB00004248,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-21,2024-10-21,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-22,45587.0,,,2024-10-30,2475.0,6.569,0,
275,HVDC-ADOPT-HE-0186,4572116646,GOT37000027,Hitachi,Main Converter,Gothenburg,Khalifa port,B,2024-10-30,2024-10-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-10-30,45595.0,,,2024-11-06,33690.0,186.24,0,
276,HVDC-ADOPT-HE-0202,4572116646,GOT37000027,Hitachi,Main Converter,Gothenburg,Khalifa port,B,2024-10-30,2024-10-30,Arrived,DAS/MIR,4,Port → WH → MOSB → Site,PASS,2024-10-30,45595.0,,2025-08-08,2024-11-06,33690.0,184.55,0,
277,HVDC-ADOPT-HE-0203,4572116646,GOT37000028,Hitachi,Main Converter,Bremerhaven,Khalifa port,B,2024-10-30,2024-10-30,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-28,45593.0,,,2024-11-03,113281.0,794.99,0,
278,HVDC-ADOPT-HE-0204,4572116646,GOT37000029,Hitachi,Main Converter,Bremerhaven,Khalifa port,B,2024-10-30,2024-10-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-10-28,45593.0,,,2024-11-05,124596.0,854.48,0,
279,HVDC-ADOPT-SIM-0024,SCT-19LT-PRC-PO-004,DXB00004270,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2024-10-29,2024-10-29,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2024-11-22,45618.0,2024-12-27,2025-05-01,2024-12-27,2457.9,7.952,0,
280,HVDC-ADOPT-HE-0205,4572116646,GOT37000017,Hitachi,Main Converter,Itagui,Mina Zayed,B,2024-10-31,2024-10-31,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2024-10-24,45589.0,,2024-11-13,2024-11-13,725786.0,971.59,0,
281,HVDC-ADOPT-HE-0213,4572116646,GOT37000030,Hitachi,Main Converter,Itagui,Mina Zayed,B,2024-10-31,2024-10-31,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-10-24,45589.0,,,2024-11-13,1600.0,3.267,0,
282,HVDC-ADOPT-SCT-0018,5000802593,290-700-2409-040,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2024-11-04,2024-11-04,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-11-06,45602.0,,,2024-11-13,70920.0,115.731,0,
283,HVDC-ADOPT-SCT-0015,5000735555,290-700-2409-039,LS Cable,400kv Power Cable,Busan Port,Khalifa port,C,2024-11-04,2024-11-04,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-05,45601.0,,,2024-11-26,254971.0,438.57,0,
284,HVDC-ADOPT-SEI-0008,5000684244,290-700-2408-002,Sumitomo,400kV HVDC Cable System,Kobe,Khalifa port,C,2024-11-04,2024-11-04,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-11-08,45604.0,,,2024-11-18,28266.0,120.569,0,
285,HVDC-ADOPT-ZEN-0003,7772440295,615-06430421,SCHRACK SECONET,nan,Viena,Abu Dhabi Airport,A,2024-11-06,2024-11-06,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-11-06,45602.0,,,2024-11-07,349.0,4.1616,0,
286,HVDC-ADOPT-ZEN-0003,7772440295,615-06430421,SCHRACK SECONET,nan,Viena,Abu Dhabi Airport,A,2024-11-07,2024-11-07,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-11-07,45603.0,,,2024-11-07,467.0,nan,0,
287,HVDC-ADOPT-SCT-0021,5000802593,290-700-2409-168,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2024-11-10,2024-11-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-11-14,45610.0,,2024-11-21,2024-11-17,12890.0,28.25,0,
288,HVDC-ADOPT-SCT-0019,5000789074,290-700-2409-057,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2024-11-11,2024-11-11,Arrived,MIR/AGI,4,Port → WH → MOSB → Site,PASS,2024-11-12,45608.0,,,2025-01-02,129578.0,406.719,0,
289,HVDC-ADOPT-SCT-0020,5000735555,290-700-2409-058,LS Cable,400kv Power Cable,Busan Port,Khalifa port,C,2024-11-11,2024-11-11,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2024-11-12,45608.0,,,2024-12-01,253128.0,438.57,0,
290,HVDC-ADOPT-SCT-0027,5000801116,921-46552590,Bansuk,Lighting and Small Power Sysytem,Shenzhen,Abu Dhabi Airport,A,2024-11-11,2024-11-11,Arrived,DAS/MIR,4,Port → WH → MOSB → Site,PASS,2024-11-12,45608.0,,,2024-11-14,51.0,0.83,0,
291,HVDC-ADOPT-ZEN-0007,7772440296,607-35107763,SCHRACK SECONET,nan,Viena,Abu Dhabi Airport,A,2024-11-12,2024-11-12,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2024-11-14,45610.0,,,2024-11-15,550.0,3.8688,0,
